index,Num_el,Li,Be,B,C,N,Na,Mg,Al,Si,P,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Re,Ir,Phase
Al9.5598Fe10.954Co28.045Ni35.603Cu15.838,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955981911963824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095402190804381,0.2804505609011218,0.3560307120614241,0.1583803167606335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al9.6133Fe9.1925Co28.674Ni36.774Cu15.746,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0961331922663845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919251838503677,0.2867405734811469,0.367740735481471,0.1574603149206298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al9.4809Fe7.8797Co29.455Ni37.513Cu15.671,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948093792375169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787973151892607,0.2945511782047128,0.3751315005260021,0.1567106268425074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al9.4742Fe6.8748Co29.937Ni38.283Cu15.431,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947419999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687479999999999,0.29937,0.38283,0.15431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al9.2629Fe15.637Co26.063Ni33.178Cu15.859,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926290926290926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563701563701564,0.2606302606302606,0.3317803317803318,0.1585901585901586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al7.7513Fe25.019Co23.913Ni30.271Cu13.046,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775127674616976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2501892494322517,0.2391292826121521,0.3027090918727244,0.1304596086211741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al7.6023Fe29.789Co21.977Ni28.045Cu12.586,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760235321647251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2978920852445967,0.2197715384007688,0.2804519631637421,0.1258608810261672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al7.3947Fe34.406Co20.225Ni25.896Cu12.078,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739472218416655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3440610321830965,0.2022506067518202,0.2589607768823306,0.120780362341087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al6.9352Fe39.576Co18.331Ni23.774Cu11.384,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693518612962774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395759208481583,0.1833096333807332,0.2377395245209509,0.1138397723204553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al7.9397Fe21.14Co25.113Ni32.412Cu13.395,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793972381917145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114006342019026,0.2511307533922601,0.3241209723629171,0.1339504018512055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al8.0536Fe17.892Co26.626Ni33.726Cu13.702,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805363221452885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789207156828627,0.2662610650442601,0.3372613490453962,0.1370205480821923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al8.1163Fe12.492Co28.939Ni36.741Cu13.711,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081163568144977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249208744461211,0.2893920257441802,0.3674125718880032,0.1371109597767184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al7.992Fe10.515Co29.779Ni37.919Cu13.795,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10515,0.29779,0.3791899999999999,0.13795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al8.0962Fe8.8715Co30.671Ni38.775Cu13.587,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809614332699671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887143789993469,0.3067078530450287,0.3877472857689996,0.1358690489166575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al7.8228Fe7.6477Co31.389Ni39.685Cu13.456,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782276088619556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764766176169119,0.3138884305578472,0.3968480157599212,0.1345593272033639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al8.0698Fe15.107Co27.854Ni35.267Cu13.702,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806981613963228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1510703021406043,0.2785405570811142,0.3526707053414107,0.1370202740405481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.9588Fe24.387Co25.213Ni32.103Cu11.339,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695874433004536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438680490556075,0.2521279829761362,0.3210274317805457,0.1133890928872569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.6515Fe28.544Co23.401Ni30.07Cu11.333,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665153325766628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285441427207136,0.2340111700558502,0.3007015035075175,0.1133305666528332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al6.5552Fe33.723Co21.362Ni27.757Cu10.602,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655525244201953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372326978615829,0.2136217089736717,0.2775722205777646,0.1060208481667853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al7.0892Fe20.296Co26.78Ni34.235Cu11.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708918582162835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2029595940808118,0.2677994644010712,0.3423493153013694,0.115999768000464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al7.1379Fe17.07Co28.136Ni35.784Cu11.872,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713790713790713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707001707001706,0.2813602813602813,0.3578403578403578,0.1187201187201187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al7.1211Fe11.969Co30.413Ni38.764Cu11.733,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712109287890712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196898803101196,0.3041296958703041,0.3876396123603876,0.1173298826701173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.7165Fe10.153Co31.39Ni40.066Cu11.675,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671646641766791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015294923525382,0.3138984305078474,0.4006579967100164,0.1167494162529187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.549Fe8.4176Co32.421Ni41.138Cu11.474,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654902619610478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841763367053468,0.3242112968451873,0.4113816455265821,0.1147404589618358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.8425Fe14.391Co29.364Ni37.393Cu12.01,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684246578767106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439092804535977,0.2936385318073409,0.3739281303593482,0.1200993995030024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.0672Fe23.305Co26.597Ni33.96Cu10.071,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606718786562426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2330495339009322,0.2659694680610638,0.3395993208013584,0.1007097985804028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.0687Fe19.45Co28.153Ni36.051Cu10.276,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606877889412562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1945025285328709,0.2815336599375792,0.360514686690927,0.1027613358973666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al6.0234Fe16.22Co29.864Ni37.545Cu10.348,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602337590649637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621993512025951,0.2986388054447782,0.3754484982060072,0.1034795860816556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al5.8493Fe11.526Co32.012Ni40.389Cu10.225,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584922396008852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152585016394787,0.3201158384940996,0.4038847494982566,0.10224867076728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al5.7738Fe13.799Co30.827Ni39.453Cu10.146,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577386928643143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379916558998707,0.3082736992843914,0.394534734416813,0.1014612175346104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al13.274Fe26.17Co17.072Ni22.435Cu21.049,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2617,0.1707199999999999,0.22435,0.2104899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al12.437Fe30.55Co16.07Ni20.852Cu20.091,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055,0.1607,0.20852,0.20091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al11.553Fe35.342Co14.679Ni19.368Cu19.058,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35342,0.14679,0.19368,0.19058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al10.78Fe40.697Co13.351Ni17.5Cu17.672,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1077999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40697,0.13351,0.175,0.17672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC
Al9.8817Fe46.227Co12.104Ni15.847Cu15.94,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988172964518893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4622713868141604,0.1210403631210893,0.1584704754114262,0.1594004782014346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC
Al9.0398Fe51.586Co10.714Ni14.117Cu14.543,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903981807963616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158610317220634,0.1071402142804285,0.1411702823405647,0.1454302908605817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC
Al13.511Fe22.328Co18.154Ni23.674Cu22.333,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22328,0.18154,0.23674,0.2233299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al14.047Fe18.764Co19.101Ni24.871Cu23.217,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18764,0.1910099999999999,0.24871,0.23217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al14.499Fe13.545Co20.743Ni27.097Cu24.117,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449885501144988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354486455135448,0.2074279257207427,0.2709672903270967,0.2411675883241167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al14.716Fe11.487Co21.402Ni27.992Cu24.403,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11487,0.21402,0.27992,0.24403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al14.791Fe9.727Co21.95Ni28.738Cu24.794,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09727,0.2195,0.2873799999999999,0.24794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al14.892Fe8.3204Co22.444Ni29.546Cu24.797,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489208935253611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832044992269953,0.2244413466480798,0.2954617727706366,0.247971487828927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al15.135Fe7.0918Co23.157Ni29.842Cu24.774,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513503027006054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0709181418362836,0.2315704631409263,0.2984205968411937,0.2477404954809909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al15.182Fe6.2046Co23.262Ni30.814Cu24.538,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518190890854655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0620456277262336,0.2326186042883742,0.3081381511710929,0.2453785277288336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al14.065Fe16.035Co19.997Ni26.241Cu23.661,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406514065140651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1603516035160351,0.1999719997199972,0.2624126241262413,0.2366123661236612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al21.1Cr22.052Co12.201Ni15.165Cu29.483,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109978900210997,0.0,0.0,0.0,0.0,0.0,0.0,0.2205177948220517,0.0,0.0,0.1220087799122008,0.1516484835151648,0.2948270517294827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al19.611Cr20.543Co11.281Ni14.537Cu34.027,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961119611196112,0.0,0.0,0.0,0.0,0.0,0.0,0.2054320543205432,0.0,0.0,0.1128111281112811,0.1453714537145371,0.3402734027340273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al18.415Cr19.053Co10.665Ni13.757Cu38.11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.19053,0.0,0.0,0.10665,0.13757,0.3811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC
Al16.914Cr17.51Co9.6432Ni12.452Cu43.481,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1691396617206765,0.0,0.0,0.0,0.0,0.0,0.0,0.1750996498007004,0.0,0.0,0.0964318071363857,0.124519750960498,0.4348091303817392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al15.419Cr15.657Co8.9419Ni11.612Cu48.371,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1541886123024893,0.0,0.0,0.0,0.0,0.0,0.0,0.156568590882682,0.0,0.0,0.0894181952362428,0.1161189549294056,0.4837056466491802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
Al13.844Cr14.282Co7.8508Ni10.576Cu53.447,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384402768805537,0.0,0.0,0.0,0.0,0.0,0.0,0.1428202856405712,0.0,0.0,0.078508157016314,0.105760211520423,0.5344710689421379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC
